Time(s) | Δt(s) | Hz | Note | Cents | Amplitude
1745299810.16 | 0.00 | 1060.66 | C6 | 23.27 | 0.51
1745299810.17 | 0.01 | 1052.79 | C6 | 10.36 | 0.51
1745299810.19 | 0.02 | 1057.86 | C6 | 18.68 | 0.46
1745299810.19 | 0.00 | 1050.91 | C6 | 7.28 | 0.54
1745299810.21 | 0.01 | 1051.15 | C6 | 7.67 | 0.49
1745299810.24 | 0.04 | 1053.24 | C6 | 11.11 | 0.47
1745299810.27 | 0.02 | 1050.51 | C6 | 6.62 | 0.39
1745299810.27 | 0.00 | 1047.46 | C6 | 1.58 | 0.37
1745299810.28 | 0.01 | 1033.28 | C6 | -22.01 | 0.46
1745299810.29 | 0.01 | 1019.94 | B~5 | 5.48 | 0.47
1745299810.33 | 0.04 | 1055.20 | C6 | 14.33 | 0.31
1745299810.35 | 0.02 | 1042.44 | C6 | -6.74 | 0.38
1745299810.35 | 0.00 | 1041.41 | C6 | -8.45 | 0.35
1745299810.36 | 0.01 | 1022.00 | B~5 | 8.98 | 0.31
1745299810.37 | 0.01 | 997.84 | B5 | 17.57 | 0.31
1745299810.39 | 0.02 | 745.98 | F#5 | 13.96 | 0.50
1745299810.39 | 0.00 | 723.74 | F~5 | 11.55 | 0.64
1745299810.44 | 0.01 | 712.60 | F~5 | -15.29 | 0.58
1745299810.47 | 0.02 | 781.71 | G5 | -5.04 | 0.42
1745299810.47 | 0.00 | 770.18 | F#~5 | 19.24 | 0.40
1745299810.48 | 0.01 | 400.90 | G~4 | -11.13 | 0.33
1745299810.49 | 0.01 | 235.16 | B-3 | 15.39 | 0.29
1745299810.50 | 0.01 | 234.76 | B-3 | 12.44 | 0.39
1745299810.52 | 0.02 | 235.07 | B-3 | 14.74 | 0.33
1745299810.56 | 0.04 | 846.70 | G#~5 | -16.79 | 0.51
1745299810.59 | 0.00 | 705.94 | F5 | 18.44 | 0.27
1745299810.62 | 0.02 | 233.12 | B-3 | 0.26 | 0.17
1745299810.70 | 0.01 | 1384.10 | F6 | -15.95 | 0.64
1745299810.72 | 0.02 | 1399.42 | F6 | 3.10 | 0.94
1745299810.72 | 0.00 | 1258.08 | E-6 | 18.78 | 1.00
1745299810.76 | 0.02 | 1237.26 | D#6 | -10.11 | 0.57
1745299810.82 | 0.01 | 356.47 | F~4 | -14.45 | 0.34
1745299810.93 | 0.01 | 906.92 | A~5 | 2.16 | 0.61
1745299810.95 | 0.01 | 800.58 | G~5 | -13.76 | 0.36
1745299810.96 | 0.01 | 807.10 | G~5 | 0.29 | 0.45
1745299810.98 | 0.02 | 811.43 | G~5 | 9.56 | 0.50
1745299810.98 | 0.00 | 804.24 | G~5 | -5.86 | 0.47
1745299810.99 | 0.01 | 815.08 | G~5 | 17.32 | 0.50
1745299811.00 | 0.01 | 820.78 | G#5 | -20.60 | 0.44
1745299811.03 | 0.02 | 838.64 | G#5 | 16.65 | 0.64
1745299811.03 | 0.00 | 1652.27 | G#6 | -9.35 | 0.68
1745299811.04 | 0.01 | 1638.49 | G#6 | -23.85 | 0.58
1745299811.05 | 0.01 | 1626.17 | G~6 | 13.08 | 0.50
1745299811.14 | 0.00 | 411.96 | G#4 | -14.01 | 0.32
1745299811.18 | 0.04 | 544.29 | C~5 | 18.26 | 0.64
1745299811.20 | 0.02 | 1446.52 | F~6 | 10.41 | 0.67
1745299811.20 | 0.00 | 701.55 | F5 | 7.64 | 0.73
1745299811.24 | 0.01 | 688.90 | F5 | -23.86 | 0.34
1745299811.25 | 0.01 | 1432.22 | F~6 | -6.79 | 1.00
1745299811.27 | 0.02 | 1458.00 | F~6 | 24.10 | 1.00
1745299811.27 | 0.00 | 1318.57 | E6 | 0.08 | 0.82
1745299811.38 | 0.02 | 814.84 | G~5 | 16.82 | 0.85
1745299811.38 | 0.00 | 813.99 | G~5 | 15.01 | 1.00
1745299811.40 | 0.02 | 784.74 | G5 | 1.65 | 0.74
1745299811.40 | 0.00 | 802.72 | G~5 | -9.14 | 0.86
1745299811.41 | 0.01 | 789.14 | G5 | 11.32 | 0.42
1745299811.52 | 0.02 | 887.37 | A5 | 14.44 | 1.00
1745299811.52 | 0.00 | 911.00 | A~5 | 9.94 | 1.00
1745299812.15 | 0.01 | 442.24 | A4 | 8.78 | 0.28
1745299812.24 | 0.04 | 448.79 | A~4 | -15.75 | 0.19
1745299812.38 | 0.02 | 452.81 | A~4 | -0.32 | 0.37
1745299812.38 | 0.00 | 449.55 | A~4 | -12.84 | 0.53
1745299812.43 | 0.04 | 455.88 | A~4 | 11.36 | 0.73
1745299812.43 | 0.00 | 465.43 | A#4 | -2.73 | 0.44
1745299812.50 | 0.02 | 471.47 | B-4 | 19.60 | 0.53
1745299812.65 | 0.00 | 705.77 | F5 | 18.04 | 0.53
1745299812.66 | 0.01 | 716.83 | F~5 | -5.04 | 0.76
1745299812.70 | 0.04 | 677.19 | E~5 | -3.54 | 0.82
1745299812.71 | 0.01 | 743.37 | F#5 | 7.89 | 0.81
1745299812.73 | 0.02 | 719.89 | F~5 | 2.33 | 0.83
1745299812.73 | 0.00 | 725.62 | F~5 | 16.06 | 0.88
1745299812.77 | 0.02 | 726.66 | F~5 | 18.54 | 0.50
1745299812.81 | 0.00 | 707.79 | F5 | 22.98 | 0.48
1745299812.82 | 0.01 | 715.62 | F~5 | -7.98 | 0.30
1745299812.85 | 0.02 | 716.56 | F~5 | -5.69 | 0.15
1745299812.85 | 0.00 | 716.58 | F~5 | -5.64 | 0.31
1745299812.86 | 0.01 | 703.41 | F5 | 12.23 | 0.20
1745299812.87 | 0.01 | 714.46 | F~5 | -10.79 | 0.23
1745299812.93 | 0.04 | 1112.81 | C#6 | 6.35 | 0.54
1745299812.98 | 0.01 | 1049.74 | C6 | 5.35 | 0.68
1745299812.99 | 0.01 | 1102.29 | C#6 | -10.09 | 0.52
1745299813.00 | 0.01 | 1083.04 | C~6 | 9.41 | 0.32
1745299813.05 | 0.01 | 490.46 | B4 | -12.03 | 0.19
1745299813.07 | 0.02 | 356.65 | F~4 | -13.59 | 0.28
1745299813.07 | 0.00 | 352.52 | F4 | 16.26 | 0.26
1745299813.20 | 0.01 | 342.31 | E~4 | 15.35 | 0.19
1745299813.23 | 0.02 | 716.65 | F~5 | -5.48 | 0.30
1745299813.23 | 0.00 | 710.73 | F~5 | -19.85 | 0.29
1745299813.25 | 0.02 | 709.88 | F~5 | -21.92 | 0.44
1745299813.25 | 0.00 | 714.48 | F~5 | -10.73 | 0.36
1745299813.26 | 0.01 | 711.73 | F~5 | -17.41 | 0.33
1745299813.28 | 0.02 | 704.70 | F5 | 15.42 | 0.22
1745299813.28 | 0.00 | 698.86 | F5 | 0.99 | 0.36
1745299813.30 | 0.01 | 712.29 | F~5 | -16.04 | 0.25
1745299813.31 | 0.01 | 714.76 | F~5 | -10.05 | 0.29
1745299813.32 | 0.01 | 716.53 | F~5 | -5.78 | 0.22
1745299813.34 | 0.02 | 726.93 | F~5 | 19.18 | 0.24
1745299813.34 | 0.00 | 721.13 | F~5 | 5.30 | 0.25
1745299813.36 | 0.02 | 720.89 | F~5 | 4.74 | 0.24
1745299813.37 | 0.00 | 704.25 | F5 | 14.29 | 0.19
1745299813.40 | 0.04 | 685.14 | E~5 | 16.67 | 0.30
1745299813.41 | 0.01 | 726.06 | F~5 | 17.10 | 0.27
1745299813.44 | 0.02 | 701.17 | F5 | 6.71 | 0.21
1745299813.44 | 0.00 | 712.41 | F~5 | -15.76 | 0.28
1745299813.45 | 0.01 | 716.74 | F~5 | -5.26 | 0.17
1745299813.48 | 0.04 | 698.22 | F5 | -0.59 | 0.23
1745299813.51 | 0.02 | 352.36 | F4 | 15.44 | 0.29
1745299813.51 | 0.00 | 473.09 | B`4 | -24.47 | 0.31
1745299813.52 | 0.01 | 520.87 | C5 | -7.91 | 0.29
1745299813.53 | 0.01 | 351.38 | F4 | 10.66 | 0.38
1745299813.55 | 0.02 | 350.87 | F4 | 8.11 | 0.29
1745299813.55 | 0.00 | 347.67 | F4 | -7.73 | 0.29
1745299813.56 | 0.01 | 1040.44 | C6 | -10.05 | 0.28
1745299813.58 | 0.01 | 351.07 | F4 | 9.11 | 0.29
1745299813.59 | 0.01 | 354.03 | F4 | 23.65 | 0.36
1745299813.60 | 0.01 | 465.56 | A#4 | -2.26 | 0.34
1745299813.61 | 0.01 | 356.52 | F~4 | -14.24 | 0.24
1745299813.63 | 0.02 | 474.49 | B`4 | -19.36 | 0.27
1745299813.64 | 0.00 | 467.36 | B-4 | 4.43 | 0.20
1745299813.65 | 0.01 | 464.03 | A#4 | -7.96 | 0.21
1745299813.66 | 0.01 | 469.02 | B-4 | 10.59 | 0.21
1745299813.67 | 0.01 | 462.01 | A#4 | -15.51 | 0.17
1745299813.71 | 0.04 | 464.68 | A#4 | -5.50 | 0.17
1745299813.73 | 0.01 | 361.02 | F~4 | 7.50 | 0.13
1745299813.76 | 0.02 | 456.07 | A~4 | 12.11 | 0.12
1745299813.76 | 0.00 | 942.28 | B-5 | 18.38 | 0.21
1745299813.77 | 0.01 | 464.83 | A#4 | -4.97 | 0.29
1745299813.79 | 0.01 | 946.61 | B`5 | -23.68 | 0.48
1745299813.81 | 0.02 | 935.72 | B-5 | 6.28 | 0.46
1745299813.81 | 0.00 | 945.90 | B`5 | -24.99 | 0.55
1745299813.85 | 0.04 | 947.00 | B`5 | -22.96 | 0.51
1745299813.85 | 0.00 | 466.80 | B-4 | 2.38 | 0.43
1745299813.86 | 0.01 | 469.10 | B-4 | 10.88 | 0.44
1745299813.88 | 0.02 | 471.87 | B-4 | 21.04 | 0.34
1745299813.90 | 0.02 | 1022.10 | B~5 | 9.16 | 0.33
1745299813.90 | 0.00 | 974.45 | B5 | -23.50 | 0.43
1745299813.92 | 0.01 | 465.14 | A#4 | -3.80 | 0.36
1745299813.93 | 0.01 | 951.07 | B`5 | -15.54 | 0.36
1745299813.94 | 0.01 | 953.26 | B`5 | -11.56 | 0.32
1745299813.94 | 0.00 | 952.97 | B`5 | -12.09 | 0.25
1745299813.95 | 0.01 | 938.97 | B-5 | 12.30 | 0.36
1745299813.97 | 0.02 | 942.53 | B-5 | 18.84 | 0.39
1745299813.99 | 0.01 | 941.77 | B-5 | 17.44 | 0.35
1745299814.00 | 0.01 | 953.22 | B`5 | -11.64 | 0.29
1745299814.00 | 0.00 | 460.65 | A#4 | -20.61 | 0.16
1745299814.01 | 0.01 | 969.15 | B`5 | 17.06 | 0.27
1745299814.02 | 0.01 | 957.67 | B`5 | -3.58 | 0.36
1745299814.06 | 0.02 | 470.63 | B-4 | 16.51 | 0.31
1745299814.06 | 0.00 | 457.46 | A~4 | 17.36 | 0.17
1745299814.09 | 0.04 | 332.31 | E4 | 14.01 | 0.30
1745299814.11 | 0.02 | 345.28 | F4 | -19.67 | 0.30
1745299814.11 | 0.00 | 331.24 | E4 | 8.46 | 0.38
1745299814.13 | 0.01 | 615.32 | D#5 | -19.41 | 0.25
1745299814.15 | 0.02 | 326.28 | E4 | -17.66 | 0.30
1745299814.15 | 0.00 | 327.73 | E4 | -10.02 | 0.27
1745299814.17 | 0.00 | 1121.09 | C#6 | 19.20 | 0.33
1745299814.18 | 0.01 | 991.98 | B5 | 7.37 | 0.23
1745299814.21 | 0.00 | 316.10 | E`4 | -22.52 | 0.30
1745299814.22 | 0.01 | 1008.54 | B~5 | -13.97 | 0.24
1745299814.23 | 0.01 | 1130.00 | C#~6 | -17.10 | 0.30
1745299814.25 | 0.02 | 314.38 | E-4 | 17.99 | 0.24
1745299814.28 | 0.02 | 383.77 | F#~4 | 13.28 | 0.18
1745299814.28 | 0.00 | 1250.73 | E-6 | 8.63 | 0.19
1745299814.30 | 0.01 | 1102.01 | C#6 | -10.53 | 0.13
1745299814.32 | 0.02 | 477.82 | B`4 | -7.26 | 0.15
1745299814.32 | 0.00 | 447.83 | A~4 | -19.45 | 0.20
1745299814.33 | 0.01 | 463.03 | A#4 | -11.66 | 0.15
1745299814.37 | 0.02 | 1359.14 | E~6 | 2.54 | 0.29
1745299814.37 | 0.00 | 454.17 | A~4 | 4.89 | 0.24
1745299814.38 | 0.01 | 1424.21 | F~6 | -16.49 | 0.38
1745299814.39 | 0.01 | 1373.97 | E~6 | 21.34 | 0.31
1745299814.42 | 0.02 | 1344.22 | E~6 | -16.56 | 0.35
1745299814.42 | 0.00 | 1352.02 | E~6 | -6.55 | 0.19
1745299814.44 | 0.02 | 1406.56 | F6 | 11.91 | 0.30
1745299814.44 | 0.00 | 1366.54 | E~6 | 11.95 | 0.21
1745299814.49 | 0.01 | 1387.84 | F6 | -11.28 | 0.18
1745299814.50 | 0.01 | 1348.22 | E~6 | -11.43 | 0.19
1745299814.52 | 0.01 | 389.36 | G4 | -11.70 | 0.11
1745299814.59 | 0.02 | 869.58 | A5 | -20.62 | 0.23
1745299814.59 | 0.00 | 808.00 | G~5 | 2.21 | 0.31
1745299814.63 | 0.04 | 786.85 | G5 | 6.31 | 0.29
1745299814.65 | 0.02 | 773.98 | G5 | -22.25 | 0.30
1745299814.65 | 0.00 | 752.46 | F#~5 | -21.07 | 0.29
1745299814.66 | 0.01 | 434.32 | A4 | -22.50 | 0.27
1745299814.67 | 0.01 | 746.27 | F#5 | 14.64 | 0.27
1745299814.70 | 0.02 | 422.98 | G#~4 | -18.30 | 0.21
1745299814.70 | 0.00 | 251.24 | B~3 | -20.12 | 0.23
1745299814.71 | 0.01 | 648.58 | E`5 | 21.74 | 0.35
1745299814.73 | 0.02 | 670.45 | E~5 | -20.85 | 0.36
1745299814.73 | 0.00 | 662.01 | E5 | 7.23 | 0.25
1745299814.74 | 0.01 | 655.92 | E5 | -8.77 | 0.25
1745299814.76 | 0.01 | 679.40 | E~5 | 2.11 | 0.30
1745299814.79 | 0.04 | 661.28 | E5 | 5.30 | 0.28
1745299814.81 | 0.02 | 668.02 | E5 | 22.87 | 0.22
1745299814.81 | 0.00 | 660.93 | E5 | 4.40 | 0.25
1745299814.83 | 0.01 | 667.35 | E5 | 21.13 | 0.29
1745299814.85 | 0.02 | 662.27 | E5 | 7.89 | 0.16
1745299814.85 | 0.00 | 422.81 | G#~4 | -18.99 | 0.23
1745299814.87 | 0.00 | 543.79 | C~5 | 16.66 | 0.34
1745299814.88 | 0.01 | 499.95 | B4 | 21.13 | 0.25
1745299814.90 | 0.01 | 846.33 | G#~5 | -17.53 | 0.26
1745299814.91 | 0.01 | 294.81 | D4 | 6.72 | 0.41
1745299814.92 | 0.01 | 573.19 | C#~5 | 7.81 | 0.22
1745299814.93 | 0.01 | 588.40 | D5 | 3.16 | 0.25
1745299814.94 | 0.01 | 575.59 | C#~5 | 15.04 | 0.22
1745299814.97 | 0.02 | 593.35 | D5 | 17.67 | 0.23
1745299814.97 | 0.00 | 586.00 | D5 | -3.91 | 0.21
1745299815.01 | 0.01 | 580.26 | D5 | -20.95 | 0.21
1745299815.04 | 0.02 | 581.54 | D5 | -17.14 | 0.20
1745299815.06 | 0.02 | 656.26 | E5 | -7.89 | 0.19
1745299815.06 | 0.00 | 652.73 | E5 | -17.22 | 0.25
1745299815.07 | 0.01 | 563.30 | C#~5 | -22.31 | 0.22
1745299815.08 | 0.01 | 550.24 | C#5 | -12.93 | 0.18
1745299815.09 | 0.01 | 571.82 | C#~5 | 3.66 | 0.16
1745299815.13 | 0.04 | 1138.87 | C#~6 | -3.57 | 0.39
1745299815.14 | 0.01 | 351.79 | F4 | 12.68 | 0.40
1745299815.15 | 0.01 | 1240.06 | D#6 | -6.20 | 0.35
1745299815.17 | 0.01 | 358.58 | F~4 | -4.26 | 0.34
1745299815.19 | 0.02 | 356.01 | F~4 | -16.71 | 0.47
1745299815.19 | 0.00 | 353.54 | F4 | 21.26 | 0.42
1745299815.20 | 0.01 | 1098.50 | C#6 | -16.05 | 0.51
1745299815.24 | 0.04 | 1096.13 | C#6 | -19.79 | 0.39
1745299815.25 | 0.01 | 1067.80 | C~6 | -15.12 | 0.24
1745299815.27 | 0.02 | 342.48 | E~4 | 16.23 | 0.17
1745299815.27 | 0.00 | 361.58 | F~4 | 10.17 | 0.17
1745299815.31 | 0.04 | 456.17 | A~4 | 12.49 | 0.16
1745299815.32 | 0.01 | 360.86 | F~4 | 6.72 | 0.17
1745299815.34 | 0.02 | 360.64 | F~4 | 5.66 | 0.14
1745299815.40 | 0.02 | 335.68 | E~4 | -18.51 | 0.18
1745299815.40 | 0.00 | 662.69 | E5 | 8.99 | 0.21
1745299815.44 | 0.04 | 667.19 | E5 | 20.72 | 0.31
1745299815.45 | 0.01 | 702.69 | F5 | 10.47 | 0.42
1745299815.47 | 0.02 | 696.49 | F5 | -4.88 | 0.38
1745299815.47 | 0.00 | 694.64 | F5 | -9.48 | 0.31
1745299815.48 | 0.01 | 220.90 | A3 | 7.05 | 0.26
1745299815.50 | 0.01 | 222.79 | A3 | 21.82 | 0.27
1745299815.51 | 0.01 | 1015.97 | B~5 | -1.26 | 0.26
1745299815.57 | 0.02 | 447.57 | A~4 | -20.47 | 0.20
1745299815.59 | 0.02 | 222.04 | A3 | 16.01 | 0.18
1745299815.63 | 0.04 | 494.15 | B4 | 0.94 | 0.20
1745299815.66 | 0.04 | 466.93 | B-4 | 2.85 | 0.19
1745299815.66 | 0.00 | 288.95 | C#~4 | 22.00 | 0.22
1745299815.67 | 0.01 | 457.26 | A~4 | 16.62 | 0.23
1745299815.70 | 0.02 | 346.82 | F4 | -11.96 | 0.32
1745299815.70 | 0.00 | 458.86 | A~4 | 22.66 | 0.44
1745299815.71 | 0.01 | 1352.15 | E~6 | -6.38 | 0.37
1745299815.72 | 0.01 | 348.70 | F4 | -2.64 | 0.23
1745299815.74 | 0.02 | 286.43 | C#~4 | 6.79 | 0.33
1745299815.74 | 0.00 | 1322.93 | E6 | 5.79 | 0.26
1745299815.75 | 0.01 | 453.89 | A~4 | 3.79 | 0.25
1745299815.77 | 0.01 | 1343.24 | E~6 | -17.84 | 0.21
1745299815.79 | 0.02 | 642.23 | E`5 | 4.72 | 0.19
1745299815.79 | 0.00 | 594.66 | D5 | 21.46 | 0.21
1745299815.80 | 0.01 | 1093.88 | C#6 | -23.35 | 0.25
1745299815.81 | 0.01 | 679.77 | E~5 | 3.05 | 0.35
1745299815.85 | 0.04 | 659.83 | E5 | 1.50 | 0.32
1745299815.86 | 0.01 | 655.81 | E5 | -9.07 | 0.36
1745299815.90 | 0.04 | 670.62 | E~5 | -20.40 | 0.32
1745299815.92 | 0.02 | 675.94 | E~5 | -6.73 | 0.29
1745299815.92 | 0.00 | 671.76 | E~5 | -17.47 | 0.25
1745299815.93 | 0.01 | 668.05 | E5 | 22.93 | 0.26
1745299815.94 | 0.01 | 471.71 | B-4 | 20.48 | 0.28
1745299815.96 | 0.01 | 713.79 | F~5 | -12.41 | 0.42
1745299815.97 | 0.01 | 708.38 | F5 | 24.41 | 0.38
1745299815.99 | 0.02 | 693.95 | F5 | -11.20 | 0.34
1745299815.99 | 0.00 | 688.73 | F5 | -24.28 | 0.31
1745299816.01 | 0.02 | 709.97 | F~5 | -21.69 | 0.35
1745299816.01 | 0.00 | 717.00 | F~5 | -4.65 | 0.28
1745299816.02 | 0.01 | 712.65 | F~5 | -15.18 | 0.23
1745299816.05 | 0.02 | 725.49 | F~5 | 15.74 | 0.35
1745299816.05 | 0.00 | 745.17 | F#5 | 12.09 | 0.27
1745299816.06 | 0.01 | 721.90 | F~5 | 7.16 | 0.31
1745299816.07 | 0.01 | 742.06 | F#5 | 4.84 | 0.24
1745299816.08 | 0.01 | 743.85 | F#5 | 9.02 | 0.29
1745299816.09 | 0.01 | 703.35 | F5 | 12.09 | 0.26
1745299816.11 | 0.01 | 696.22 | F5 | -5.55 | 0.19
1745299816.12 | 0.01 | 703.05 | F5 | 11.35 | 0.25
1745299816.13 | 0.01 | 713.38 | F~5 | -13.41 | 0.19
1745299816.14 | 0.01 | 718.39 | F~5 | -1.28 | 0.21
1745299816.15 | 0.01 | 708.74 | F~5 | -24.69 | 0.26
1745299816.18 | 0.02 | 712.92 | F~5 | -14.51 | 0.21
1745299816.18 | 0.00 | 727.21 | F~5 | 19.85 | 0.22
1745299816.20 | 0.02 | 714.04 | F~5 | -11.80 | 0.15
1745299816.20 | 0.00 | 701.63 | F5 | 7.86 | 0.15
1745299816.21 | 0.01 | 699.84 | F5 | 3.42 | 0.17
1745299816.25 | 0.04 | 349.02 | F4 | -1.01 | 0.14
1745299816.26 | 0.01 | 352.03 | F4 | 13.81 | 0.19
1745299816.28 | 0.02 | 356.93 | F~4 | -12.25 | 0.24
1745299816.28 | 0.00 | 350.36 | F4 | 5.62 | 0.21
1745299816.30 | 0.02 | 353.78 | F4 | 22.42 | 0.17
1745299816.31 | 0.00 | 355.35 | F~4 | -19.93 | 0.21
1745299816.32 | 0.01 | 353.68 | F4 | 21.93 | 0.18
1745299816.36 | 0.01 | 342.17 | E~4 | 14.68 | 0.11
1745299816.41 | 0.01 | 352.33 | F4 | 15.32 | 0.18
1745299816.43 | 0.02 | 494.08 | B4 | 0.69 | 0.15
1745299816.49 | 0.01 | 462.29 | A#4 | -14.45 | 0.11
1745299816.56 | 0.01 | 483.92 | B`4 | 14.70 | 0.18
1745299816.60 | 0.04 | 468.94 | B-4 | 10.29 | 0.22
1745299816.61 | 0.01 | 352.62 | F4 | 16.71 | 0.25
1745299816.63 | 0.02 | 348.66 | F4 | -2.81 | 0.19
1745299816.64 | 0.00 | 474.45 | B`4 | -19.48 | 0.18
1745299816.65 | 0.01 | 503.72 | B~4 | -15.84 | 0.20
1745299816.66 | 0.01 | 450.50 | A~4 | -9.19 | 0.22
1745299816.67 | 0.01 | 272.97 | C~4 | 23.47 | 0.16
1745299816.70 | 0.02 | 494.14 | B4 | 0.88 | 0.18
1745299816.79 | 0.01 | 809.32 | G~5 | 5.05 | 0.22
1745299816.82 | 0.04 | 794.98 | G5 | 24.09 | 0.20
1745299816.84 | 0.01 | 795.27 | G5 | 24.72 | 0.26
1745299816.86 | 0.02 | 807.62 | G~5 | 1.41 | 0.23
1745299816.86 | 0.00 | 796.42 | G~5 | -22.76 | 0.17
1745299816.88 | 0.02 | 804.61 | G~5 | -5.06 | 0.19
1745299816.88 | 0.00 | 800.10 | G~5 | -14.78 | 0.14
1745299816.89 | 0.01 | 797.01 | G~5 | -21.49 | 0.13
1745299816.93 | 0.04 | 796.60 | G~5 | -22.39 | 0.16
1745299816.93 | 0.00 | 858.93 | G#~5 | 8.05 | 0.29
1745299816.95 | 0.02 | 894.37 | A~5 | -21.95 | 0.30
1745299816.96 | 0.01 | 873.39 | A5 | -13.05 | 0.22
1745299816.96 | 0.00 | 893.64 | A~5 | -23.37 | 0.22
1745299816.98 | 0.01 | 892.89 | A~5 | -24.82 | 0.27
1745299816.99 | 0.01 | 885.92 | A5 | 11.61 | 0.24
1745299817.01 | 0.02 | 880.56 | A5 | 1.10 | 0.23
1745299817.01 | 0.00 | 887.00 | A5 | 13.71 | 0.27
1745299817.02 | 0.01 | 899.56 | A~5 | -11.95 | 0.27
1745299817.05 | 0.02 | 966.17 | B`5 | 11.73 | 0.40
1745299817.05 | 0.00 | 996.21 | B5 | 14.73 | 0.36
1745299817.06 | 0.01 | 928.12 | A#5 | -7.83 | 0.46
1745299817.07 | 0.01 | 945.87 | B-5 | 24.96 | 0.39
1745299817.11 | 0.04 | 948.62 | B`5 | -20.01 | 0.40
1745299817.12 | 0.01 | 935.57 | B-5 | 6.01 | 0.31
1745299817.13 | 0.01 | 939.87 | B-5 | 13.96 | 0.22
1745299817.14 | 0.01 | 942.74 | B-5 | 19.23 | 0.23
1745299817.16 | 0.02 | 942.52 | B-5 | 18.82 | 0.26
1745299817.16 | 0.00 | 948.91 | B`5 | -19.49 | 0.34
1745299817.17 | 0.01 | 938.64 | B-5 | 11.69 | 0.28
1745299817.20 | 0.02 | 935.49 | B-5 | 5.86 | 0.21
1745299817.20 | 0.00 | 997.35 | B5 | 16.72 | 0.25
1745299817.22 | 0.02 | 1034.13 | C6 | -20.60 | 0.35
1745299817.22 | 0.00 | 1067.18 | C~6 | -16.13 | 0.71
1745299817.24 | 0.02 | 1015.37 | B~5 | -2.28 | 0.46
1745299817.24 | 0.00 | 1046.74 | C6 | 0.39 | 0.53
1745299817.28 | 0.04 | 1050.46 | C6 | 6.54 | 0.57
1745299817.30 | 0.02 | 1054.66 | C6 | 13.44 | 0.58
1745299817.30 | 0.00 | 1047.98 | C6 | 2.44 | 0.45
1745299817.31 | 0.01 | 1049.50 | C6 | 4.94 | 0.44
1745299817.33 | 0.01 | 1053.76 | C6 | 11.96 | 0.44
1745299817.35 | 0.02 | 1065.36 | C~6 | -19.08 | 0.49
1745299817.35 | 0.00 | 1046.57 | C6 | 0.12 | 0.63
1745299817.39 | 0.04 | 1010.56 | B~5 | -10.51 | 0.66
1745299817.42 | 0.04 | 943.99 | B-5 | 21.53 | 0.59
1745299817.43 | 0.01 | 942.75 | B-5 | 19.25 | 0.44
1745299817.45 | 0.01 | 954.38 | B`5 | -9.52 | 0.33
1745299817.46 | 0.01 | 954.71 | B`5 | -8.93 | 0.26
1745299817.47 | 0.01 | 939.92 | B-5 | 14.04 | 0.24
1745299817.50 | 0.04 | 901.66 | A~5 | -7.91 | 0.26
1745299817.52 | 0.01 | 916.69 | A~5 | 20.72 | 0.30
1745299817.55 | 0.04 | 929.26 | A#5 | -5.70 | 0.32
1745299817.59 | 0.04 | 876.04 | A5 | -7.82 | 0.24
1745299817.60 | 0.01 | 909.68 | A~5 | 7.43 | 0.28
1745299817.64 | 0.04 | 858.87 | G#~5 | 7.92 | 0.20
1745299817.65 | 0.01 | 799.79 | G~5 | -15.47 | 0.37
1745299817.66 | 0.01 | 789.52 | G5 | 12.16 | 0.27
1745299817.70 | 0.04 | 799.73 | G~5 | -15.58 | 0.24
1745299817.71 | 0.01 | 796.74 | G~5 | -22.07 | 0.23
1745299817.72 | 0.01 | 542.35 | C~5 | 12.08 | 0.22
1745299817.73 | 0.01 | 761.91 | F#~5 | 0.54 | 0.21
1745299817.74 | 0.01 | 793.61 | G5 | 21.10 | 0.18
1745299817.78 | 0.04 | 805.22 | G~5 | -3.75 | 0.26
1745299817.79 | 0.01 | 870.41 | A5 | -18.98 | 0.27
1745299817.81 | 0.02 | 856.85 | G#~5 | 3.84 | 0.31
1745299817.81 | 0.00 | 918.66 | A~5 | 24.43 | 0.35
1745299817.83 | 0.01 | 441.42 | A4 | 5.59 | 0.30
1745299817.86 | 0.04 | 882.11 | A5 | 4.15 | 0.28
1745299817.86 | 0.00 | 898.55 | A~5 | -13.88 | 0.23
1745299817.87 | 0.01 | 848.40 | G#~5 | -13.32 | 0.19
1745299817.91 | 0.04 | 791.62 | G5 | 16.76 | 0.27
1745299817.92 | 0.01 | 801.47 | G~5 | -11.82 | 0.29
1745299817.94 | 0.02 | 804.17 | G~5 | -5.99 | 0.32
1745299817.94 | 0.00 | 800.38 | G~5 | -14.19 | 0.27
1745299817.96 | 0.01 | 805.18 | G~5 | -3.84 | 0.22
1745299817.98 | 0.02 | 778.63 | G5 | -11.89 | 0.18
1745299817.98 | 0.00 | 516.74 | C5 | -21.69 | 0.25
1745299817.99 | 0.01 | 525.67 | C5 | 7.98 | 0.22
1745299818.01 | 0.02 | 799.45 | G~5 | -16.20 | 0.24
1745299818.01 | 0.00 | 731.37 | F#5 | -20.29 | 0.40
1745299818.04 | 0.02 | 731.78 | F#5 | -19.32 | 0.32
1745299818.04 | 0.00 | 718.19 | F~5 | -1.76 | 0.50
1745299818.07 | 0.04 | 710.40 | F~5 | -20.64 | 0.37
1745299818.09 | 0.01 | 710.55 | F~5 | -20.29 | 0.33
1745299818.12 | 0.04 | 713.62 | F~5 | -12.82 | 0.29
